epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,6822.97,0.80817,0.1747,0.03439,0.63162,0.87559,0.82096,0.85941,0.91699,0.75589,0.82096,0.85941,0.91587,0.91211,0.70987,0.08875,0.00302,0.5946,0.86154,0.002344,0.002344,0.002344
118,6881.3,0.80846,0.17658,0.03433,0.62778,0.87716,0.81926,0.86729,0.91874,0.75407,0.81926,0.86729,0.91772,0.91386,0.71605,0.08981,0.00336,0.58955,0.86102,0.002278,0.002278,0.002278
119,6939.22,0.80286,0.18179,0.0362,0.6313,0.87551,0.83733,0.85425,0.92156,0.75966,0.83836,0.85531,0.92167,0.91649,0.70342,0.08161,0.00298,0.56809,0.85624,0.002212,0.002212,0.002212
120,6997.83,0.80047,0.18014,0.03351,0.62115,0.87471,0.78519,0.88478,0.8995,0.74163,0.78279,0.88478,0.89921,0.89459,0.71242,0.08949,0.00293,0.60831,0.85907,0.002146,0.002146,0.002146
121,7055.82,0.7992,0.16873,0.03333,0.61405,0.87714,0.84929,0.8399,0.91115,0.75024,0.84822,0.83884,0.91021,0.9062,0.7064,0.0882,0.0035,0.59183,0.85698,0.00208,0.00208,0.00208
122,7114.04,0.79248,0.16616,0.03454,0.6134,0.87377,0.84675,0.84461,0.92172,0.7592,0.84569,0.84355,0.91963,0.91514,0.70813,0.09374,0.00368,0.58262,0.8555,0.002014,0.002014,0.002014
123,7171.92,0.79709,0.1758,0.03317,0.61615,0.87432,0.83092,0.85198,0.91992,0.75964,0.82989,0.85093,0.9173,0.91477,0.70158,0.08595,0.00352,0.59114,0.85654,0.001948,0.001948,0.001948
124,7230.2,0.78414,0.16655,0.03179,0.59732,0.87072,0.80696,0.87738,0.90653,0.749,0.80599,0.87632,0.90441,0.90129,0.70693,0.08293,0.00324,0.59977,0.8568,0.001882,0.001882,0.001882
125,7288.09,0.78299,0.16922,0.03045,0.60243,0.87085,0.84549,0.84456,0.9154,0.75933,0.84444,0.8435,0.91468,0.91203,0.68952,0.08019,0.00298,0.58091,0.8526,0.001816,0.001816,0.001816
126,7346.18,0.79336,0.17603,0.03283,0.60835,0.87185,0.82468,0.86517,0.91341,0.7556,0.82367,0.86411,0.91146,0.90822,0.70348,0.08583,0.00273,0.59,0.85684,0.00175,0.00175,0.00175
127,7404.68,0.77337,0.15857,0.0302,0.59086,0.86802,0.85337,0.83932,0.91542,0.7537,0.85551,0.83867,0.91286,0.90947,0.70712,0.08837,0.00314,0.59443,0.85535,0.001684,0.001684,0.001684
128,7462.77,0.77233,0.16391,0.03236,0.58824,0.87151,0.82855,0.84778,0.91538,0.75767,0.82802,0.84672,0.91419,0.91157,0.70202,0.07987,0.00274,0.58461,0.85832,0.001618,0.001618,0.001618
129,7520.86,0.77157,0.15601,0.03084,0.58169,0.8714,0.84842,0.85518,0.91327,0.7576,0.84737,0.85412,0.91209,0.9091,0.69676,0.07944,0.00297,0.58379,0.85456,0.001552,0.001552,0.001552
130,7579.71,0.76864,0.15446,0.03024,0.57707,0.86516,0.83753,0.86644,0.91631,0.75996,0.83745,0.8659,0.91514,0.9119,0.70092,0.08763,0.00287,0.58046,0.85601,0.001486,0.001486,0.001486
131,7638.11,0.75535,0.16386,0.03089,0.56551,0.86413,0.83555,0.87315,0.9187,0.76501,0.83454,0.87209,0.91735,0.91362,0.69498,0.08562,0.00259,0.57999,0.85607,0.00142,0.00142,0.00142
132,7697,0.7592,0.15801,0.03141,0.57111,0.86499,0.84798,0.84323,0.91778,0.76415,0.84787,0.84251,0.91701,0.91381,0.70133,0.086,0.00272,0.58345,0.85651,0.001354,0.001354,0.001354
133,7755.06,0.7486,0.15487,0.03193,0.56287,0.86387,0.81687,0.87315,0.91458,0.75896,0.81687,0.87315,0.91382,0.91083,0.69853,0.08342,0.00304,0.59951,0.85861,0.001288,0.001288,0.001288
134,7812.85,0.74858,0.14457,0.03114,0.55475,0.8634,0.82245,0.86672,0.91541,0.76055,0.82145,0.86566,0.91448,0.91098,0.69537,0.08553,0.00275,0.57619,0.85577,0.001222,0.001222,0.001222
135,7870.69,0.74232,0.15039,0.0283,0.54628,0.86069,0.83882,0.86152,0.92205,0.77129,0.84,0.86047,0.92096,0.91861,0.69318,0.08196,0.00253,0.57017,0.85305,0.001156,0.001156,0.001156
136,7928.81,0.7371,0.14963,0.03125,0.5439,0.86222,0.83441,0.87209,0.91634,0.76451,0.8334,0.87104,0.91511,0.91249,0.69718,0.08338,0.0027,0.57066,0.85362,0.00109,0.00109,0.00109
137,7986.61,0.73293,0.14683,0.02992,0.54197,0.85727,0.83258,0.86258,0.91304,0.76212,0.83156,0.86152,0.91054,0.90787,0.6969,0.08274,0.00257,0.58048,0.85597,0.001024,0.001024,0.001024
138,8044.9,0.71899,0.14616,0.02989,0.52872,0.85607,0.84573,0.84028,0.914,0.76242,0.84467,0.83923,0.91251,0.90907,0.69885,0.0844,0.00302,0.5911,0.8551,0.000958,0.000958,0.000958
139,8102.81,0.72232,0.13855,0.02912,0.53047,0.85691,0.85765,0.86681,0.91948,0.77021,0.8566,0.86575,0.91779,0.91545,0.68824,0.08326,0.00266,0.57146,0.85397,0.000892,0.000892,0.000892
140,8161.55,0.71519,0.13725,0.02707,0.51748,0.85701,0.84576,0.87209,0.91912,0.76572,0.84473,0.87104,0.91608,0.9135,0.69697,0.08524,0.00281,0.58208,0.85528,0.000826,0.000826,0.000826
141,8222.61,0.68662,0.10563,0.00903,0.5009,0.84883,0.84223,0.86575,0.91975,0.76434,0.8412,0.86469,0.91798,0.91396,0.70492,0.08915,0.00234,0.5897,0.85696,0.00076,0.00076,0.00076
142,8280.28,0.67601,0.0892,0.00731,0.47944,0.84653,0.83365,0.87104,0.91874,0.76613,0.82883,0.87529,0.91632,0.91289,0.6933,0.08774,0.00206,0.5787,0.85643,0.000694,0.000694,0.000694
143,8338.1,0.66542,0.09199,0.00617,0.47377,0.84317,0.86295,0.82558,0.91163,0.76059,0.86184,0.82452,0.90828,0.90467,0.69608,0.08961,0.00161,0.58859,0.85549,0.000628,0.000628,0.000628
144,8395.71,0.66864,0.09581,0.00753,0.47749,0.84354,0.85684,0.83512,0.9198,0.77007,0.85575,0.83406,0.91671,0.9138,0.68947,0.08767,0.00172,0.58029,0.85306,0.000562,0.000562,0.000562
145,8453.75,0.66331,0.09557,0.00724,0.46424,0.84505,0.85739,0.83615,0.91204,0.76466,0.8563,0.8351,0.91,0.90601,0.68102,0.08807,0.00194,0.59165,0.85122,0.000496,0.000496,0.000496
146,8511.49,0.6535,0.08639,0.00556,0.4523,0.84222,0.84841,0.85197,0.91507,0.76698,0.84736,0.85091,0.91355,0.91067,0.68454,0.08584,0.00167,0.58101,0.85237,0.00043,0.00043,0.00043
147,8569.43,0.64755,0.09129,0.00657,0.44755,0.84385,0.84065,0.86258,0.91154,0.76374,0.83962,0.86152,0.90911,0.90591,0.68327,0.08359,0.00178,0.58708,0.85172,0.000364,0.000364,0.000364
148,8627.6,0.64416,0.09361,0.00543,0.44196,0.8436,0.83344,0.87279,0.91605,0.76912,0.83243,0.87173,0.91402,0.91083,0.68479,0.08583,0.00164,0.58642,0.85151,0.000298,0.000298,0.000298
149,8684.94,0.64084,0.09011,0.00718,0.43755,0.84296,0.84264,0.86575,0.91552,0.76983,0.84161,0.86469,0.91405,0.91142,0.68324,0.08623,0.00183,0.58812,0.85191,0.000232,0.000232,0.000232
150,8742.82,0.62677,0.08283,0.00678,0.42803,0.84127,0.85999,0.84038,0.91477,0.76776,0.85891,0.83932,0.91374,0.91018,0.68581,0.08998,0.00193,0.59443,0.85248,0.000166,0.000166,0.000166
