epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,6778.62,0.92359,0.26126,0.04091,0.7162,0.95547,0.80809,0.84144,0.8959,0.70122,0.80901,0.84627,0.89768,0.89031,0.79652,0.11393,0.00226,0.67086,0.91944,0.002344,0.002344,0.002344
118,6836.88,0.92439,0.26622,0.04178,0.71882,0.95577,0.76836,0.86786,0.89441,0.69643,0.76949,0.86998,0.89622,0.8889,0.79707,0.10943,0.00321,0.67623,0.91767,0.002278,0.002278,0.002278
119,6894.65,0.92143,0.27657,0.04246,0.71877,0.95419,0.8009,0.84461,0.89924,0.70577,0.80231,0.84567,0.89984,0.89391,0.7855,0.10493,0.00229,0.65845,0.91819,0.002212,0.002212,0.002212
120,6952.7,0.91674,0.27718,0.0412,0.71105,0.95361,0.8131,0.84144,0.89332,0.6976,0.81292,0.84989,0.89395,0.88693,0.80569,0.11103,0.00293,0.68491,0.9222,0.002146,0.002146,0.002146
121,7010.63,0.91922,0.25714,0.04087,0.7148,0.9577,0.81161,0.84989,0.90042,0.69527,0.81262,0.85095,0.90089,0.89559,0.80214,0.10539,0.00312,0.66129,0.92067,0.00208,0.00208,0.00208
122,7068.98,0.9082,0.24826,0.04138,0.70751,0.94804,0.80807,0.84562,0.90353,0.69745,0.81125,0.84461,0.9032,0.89776,0.81492,0.11129,0.00238,0.66239,0.92106,0.002014,0.002014,0.002014
123,7126.94,0.92449,0.27157,0.04083,0.7142,0.95601,0.82096,0.82884,0.90261,0.70706,0.8254,0.82981,0.9035,0.89731,0.7956,0.10704,0.00252,0.67134,0.92151,0.001948,0.001948,0.001948
124,7184.76,0.91111,0.26031,0.0406,0.69924,0.95115,0.79826,0.84884,0.89672,0.70148,0.79826,0.84884,0.89806,0.89248,0.79274,0.10766,0.00244,0.65784,0.91667,0.001882,0.001882,0.001882
125,7242.38,0.91335,0.25476,0.03703,0.70446,0.95162,0.81191,0.84873,0.90461,0.70835,0.8109,0.84767,0.90423,0.89905,0.77815,0.10835,0.00253,0.65219,0.91451,0.001816,0.001816,0.001816
126,7300.37,0.91706,0.26367,0.04165,0.70657,0.94985,0.81205,0.85201,0.90059,0.70915,0.81448,0.84461,0.90081,0.89505,0.78846,0.1056,0.00212,0.65299,0.9137,0.00175,0.00175,0.00175
127,7358.31,0.89228,0.24074,0.03698,0.68767,0.94267,0.801,0.85941,0.90163,0.69589,0.801,0.85941,0.9017,0.89569,0.8187,0.10471,0.0035,0.66211,0.92203,0.001684,0.001684,0.001684
128,7416,0.89925,0.25501,0.04012,0.69535,0.94993,0.79286,0.86047,0.89548,0.70151,0.79177,0.86013,0.89477,0.88883,0.79688,0.10701,0.00268,0.64828,0.91433,0.001618,0.001618,0.001618
129,7473.9,0.89881,0.25458,0.03824,0.69388,0.95024,0.79154,0.86364,0.89264,0.70161,0.79251,0.86469,0.89279,0.88691,0.78864,0.10032,0.00202,0.64425,0.91378,0.001552,0.001552,0.001552
130,7531.78,0.89558,0.24551,0.03878,0.68765,0.94421,0.78879,0.87421,0.89701,0.70337,0.79662,0.85708,0.89614,0.8896,0.78168,0.10788,0.00223,0.64543,0.91406,0.001486,0.001486,0.001486
131,7589.69,0.87749,0.25116,0.0368,0.67525,0.93915,0.81614,0.83298,0.90142,0.70757,0.81717,0.83404,0.90173,0.89602,0.78675,0.10452,0.00218,0.64902,0.91072,0.00142,0.00142,0.00142
132,7647.97,0.88331,0.2351,0.03781,0.68205,0.94084,0.77725,0.8668,0.89507,0.70409,0.78129,0.86364,0.89528,0.89079,0.79498,0.10227,0.00202,0.67503,0.91236,0.001354,0.001354,0.001354
133,7705.68,0.87759,0.23595,0.03873,0.6727,0.94032,0.80073,0.86258,0.90204,0.70762,0.79953,0.86364,0.90199,0.89456,0.78183,0.10755,0.00211,0.64873,0.91232,0.001288,0.001288,0.001288
134,7763.3,0.8747,0.22965,0.03847,0.67001,0.93831,0.79531,0.87844,0.90586,0.71204,0.79722,0.88055,0.90681,0.89934,0.79724,0.10572,0.00194,0.64332,0.9143,0.001222,0.001222,0.001222
135,7821.27,0.87375,0.23416,0.03529,0.66858,0.93799,0.76619,0.88478,0.90028,0.70829,0.76616,0.88664,0.90113,0.8945,0.78517,0.10175,0.00199,0.64926,0.90937,0.001156,0.001156,0.001156
136,7879.07,0.86848,0.23412,0.03946,0.66194,0.94064,0.83022,0.84144,0.90941,0.71697,0.83165,0.84077,0.90941,0.90243,0.788,0.10473,0.00257,0.64254,0.91297,0.00109,0.00109,0.00109
137,7936.94,0.86627,0.23297,0.03771,0.65983,0.93182,0.80562,0.84993,0.90008,0.7027,0.80762,0.85205,0.90058,0.89448,0.79329,0.10357,0.00189,0.64908,0.91415,0.001024,0.001024,0.001024
138,7994.61,0.85312,0.22995,0.03691,0.64768,0.93128,0.80936,0.8351,0.89881,0.70593,0.80785,0.83721,0.90004,0.89321,0.78136,0.1011,0.00222,0.65826,0.90981,0.000958,0.000958,0.000958
139,8052.46,0.8647,0.22031,0.03709,0.66015,0.93405,0.82996,0.84101,0.90054,0.70426,0.83116,0.84355,0.90162,0.89454,0.77514,0.09842,0.00219,0.63816,0.90713,0.000892,0.000892,0.000892
140,8110.42,0.85479,0.22297,0.03538,0.64632,0.93339,0.82637,0.83615,0.90327,0.71114,0.82892,0.8351,0.90377,0.89762,0.78095,0.09945,0.00204,0.63499,0.90926,0.000826,0.000826,0.000826
141,8170.68,0.82226,0.15656,0.01219,0.62256,0.93068,0.78956,0.87209,0.8958,0.70459,0.79148,0.87421,0.8967,0.89173,0.78767,0.09941,0.00142,0.64648,0.90776,0.00076,0.00076,0.00076
142,8227.85,0.8098,0.14036,0.00881,0.61269,0.9309,0.79923,0.86998,0.90439,0.71139,0.79923,0.86998,0.90446,0.8986,0.78826,0.10126,0.00119,0.64533,0.90561,0.000694,0.000694,0.000694
143,8285.14,0.79462,0.14438,0.00871,0.59984,0.92077,0.82716,0.83827,0.90339,0.71496,0.82211,0.84672,0.90588,0.89909,0.7886,0.09868,0.00133,0.63688,0.90691,0.000628,0.000628,0.000628
144,8342.42,0.7953,0.15417,0.00854,0.5982,0.91981,0.81037,0.86258,0.90637,0.71735,0.81236,0.86469,0.90658,0.90059,0.7723,0.09762,0.00114,0.63283,0.90323,0.000562,0.000562,0.000562
145,8400.27,0.79595,0.15032,0.00944,0.59814,0.92663,0.79551,0.86892,0.90361,0.717,0.79628,0.86998,0.90463,0.89862,0.77395,0.097,0.00123,0.63036,0.905,0.000496,0.000496,0.000496
146,8458.05,0.78707,0.13412,0.00789,0.58633,0.91637,0.81608,0.84884,0.90575,0.72105,0.81913,0.85201,0.9069,0.90071,0.77645,0.09816,0.00119,0.63083,0.90363,0.00043,0.00043,0.00043
147,8515.41,0.77986,0.14689,0.00797,0.58133,0.92395,0.81772,0.86998,0.90478,0.71794,0.81971,0.87209,0.90545,0.90006,0.76939,0.09546,0.00129,0.62572,0.90213,0.000364,0.000364,0.000364
148,8572.89,0.78503,0.14326,0.00832,0.57773,0.92431,0.81093,0.85688,0.9046,0.71596,0.81133,0.86371,0.9056,0.89959,0.77184,0.09508,0.00111,0.63206,0.90225,0.000298,0.000298,0.000298
149,8630.62,0.77926,0.14364,0.00893,0.57801,0.92034,0.81681,0.85783,0.90205,0.7165,0.81974,0.86047,0.90302,0.89737,0.77525,0.09465,0.00113,0.63374,0.90442,0.000232,0.000232,0.000232
150,8687.8,0.76615,0.13283,0.00977,0.56731,0.91686,0.78933,0.87924,0.90225,0.71564,0.79217,0.88241,0.90339,0.89883,0.76395,0.09395,0.0012,0.62585,0.90253,0.000166,0.000166,0.000166
