epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,1689.13,1.19183,0.50804,0.10756,0.99956,0.98346,0.67873,0.76956,0.78717,0.55531,0.71026,0.7315,0.78648,0.77395,1.01165,0.22143,0.0169,0.93705,0.94089,0.008152,0.008152,0.008152
30,1746.91,1.15733,0.522,0.10396,0.99389,0.97724,0.72002,0.81184,0.82949,0.59055,0.72477,0.81078,0.82613,0.81031,1.00088,0.23288,0.01704,0.84247,0.94884,0.008086,0.008086,0.008086
31,1804.99,1.16448,0.50052,0.10533,0.9904,0.979,0.72394,0.7956,0.83442,0.61011,0.72329,0.78753,0.82914,0.81624,0.93808,0.21712,0.01342,0.85671,0.92794,0.00802,0.00802,0.00802
32,1863.03,1.15456,0.49147,0.09813,0.97804,0.972,0.72803,0.78753,0.81696,0.58977,0.72705,0.78647,0.81562,0.80334,0.96458,0.19994,0.01182,0.85206,0.93616,0.007954,0.007954,0.007954
33,1920.48,1.13542,0.46083,0.09261,0.96806,0.96662,0.73455,0.83087,0.853,0.638,0.7311,0.82774,0.85085,0.83918,0.90335,0.1778,0.01258,0.8257,0.91737,0.007888,0.007888,0.007888
34,1978.09,1.12776,0.43919,0.09024,0.95746,0.96429,0.70804,0.81184,0.82784,0.60382,0.71141,0.81043,0.8239,0.80466,0.95591,0.21615,0.01306,0.86341,0.93427,0.007822,0.007822,0.007822
35,2035.67,1.12387,0.50073,0.09807,0.9707,0.96978,0.73271,0.7833,0.81179,0.59561,0.73588,0.78118,0.81228,0.79503,0.94013,0.21314,0.01292,0.88657,0.93079,0.007756,0.007756,0.007756
36,2093.55,1.13932,0.46221,0.0908,0.97207,0.9698,0.724,0.82452,0.84281,0.6089,0.72191,0.82599,0.84262,0.82737,0.96537,0.19194,0.01113,0.85523,0.93868,0.00769,0.00769,0.00769
37,2151.37,1.14208,0.47924,0.09214,0.97338,0.9668,0.73204,0.80655,0.83621,0.62098,0.74082,0.78858,0.83429,0.82299,0.94839,0.19472,0.00898,0.8147,0.92668,0.007624,0.007624,0.007624
38,2209.9,1.12486,0.47513,0.08558,0.95286,0.96479,0.73277,0.83827,0.84914,0.61911,0.72834,0.83087,0.84581,0.83512,0.9497,0.20175,0.01437,0.82506,0.93226,0.007558,0.007558,0.007558
39,2268.13,1.13392,0.46483,0.0863,0.95864,0.96487,0.74326,0.80789,0.83996,0.60796,0.74326,0.80789,0.83982,0.82562,0.93342,0.1837,0.0116,0.81878,0.91222,0.007492,0.007492,0.007492
40,2326.24,1.11806,0.46401,0.08359,0.9505,0.96286,0.73664,0.80338,0.84791,0.62386,0.73858,0.8055,0.84954,0.83613,0.95523,0.20185,0.01313,0.80424,0.93129,0.007426,0.007426,0.007426
41,2384.31,1.1159,0.45322,0.08349,0.94873,0.96368,0.69591,0.7833,0.80262,0.59887,0.69895,0.78224,0.80397,0.79233,0.92334,0.18574,0.01127,0.91908,0.92827,0.00736,0.00736,0.00736
42,2442.21,1.10398,0.43205,0.07693,0.93931,0.95601,0.73066,0.83192,0.84359,0.626,0.74571,0.81184,0.84284,0.82778,0.94321,0.1891,0.012,0.82261,0.92443,0.007294,0.007294,0.007294
43,2500.45,1.11334,0.42802,0.07961,0.94099,0.9644,0.74506,0.81607,0.84758,0.6148,0.74748,0.81712,0.84825,0.83198,0.95104,0.20128,0.01048,0.84714,0.93334,0.007228,0.007228,0.007228
44,2558.55,1.09431,0.42368,0.07215,0.9216,0.95184,0.71078,0.83131,0.84364,0.62794,0.71168,0.83237,0.84535,0.8314,0.89309,0.16917,0.01153,0.81438,0.91389,0.007162,0.007162,0.007162
45,2616.61,1.09609,0.44384,0.07599,0.94221,0.95551,0.76335,0.80813,0.85304,0.63242,0.75736,0.80973,0.85206,0.83753,0.94083,0.19298,0.0111,0.79158,0.93333,0.007096,0.007096,0.007096
46,2674.3,1.10416,0.4295,0.07219,0.93119,0.958,0.74028,0.80144,0.84288,0.62081,0.74125,0.8025,0.84368,0.83017,0.89999,0.18361,0.0106,0.80989,0.92001,0.00703,0.00703,0.00703
47,2732.68,1.09205,0.42734,0.07245,0.92738,0.95574,0.74651,0.80316,0.84333,0.63011,0.74749,0.80421,0.84057,0.82779,0.90891,0.19834,0.01034,0.79176,0.92436,0.006964,0.006964,0.006964
48,2790.4,1.10208,0.43798,0.07287,0.9379,0.96084,0.74576,0.76899,0.82842,0.60756,0.74474,0.76794,0.82614,0.81511,0.98339,0.20985,0.0119,0.86901,0.93491,0.006898,0.006898,0.006898
49,2848.27,1.07449,0.41522,0.06807,0.923,0.95009,0.74522,0.8039,0.84097,0.6293,0.74982,0.80021,0.83803,0.82629,0.91333,0.18074,0.01019,0.78862,0.91385,0.006832,0.006832,0.006832
50,2906.66,1.08469,0.41472,0.0719,0.91913,0.95229,0.71004,0.82981,0.85018,0.64082,0.71269,0.83121,0.84913,0.83742,0.88662,0.17813,0.00867,0.79915,0.90885,0.006766,0.006766,0.006766
51,2965.34,1.0876,0.4074,0.07135,0.9057,0.95297,0.72105,0.82981,0.85145,0.63046,0.75128,0.78858,0.84962,0.83637,0.90318,0.17861,0.01223,0.78184,0.91884,0.0067,0.0067,0.0067
52,3023.44,1.08657,0.41015,0.06876,0.90824,0.94899,0.74674,0.82597,0.85938,0.64031,0.74713,0.82558,0.85867,0.84749,0.91516,0.17122,0.00868,0.79162,0.91592,0.006634,0.006634,0.006634
53,3081.56,1.08351,0.43484,0.0696,0.91799,0.94839,0.74532,0.78541,0.83158,0.61799,0.74812,0.77551,0.82727,0.81382,0.93905,0.2247,0.01286,0.87476,0.91434,0.006568,0.006568,0.006568
54,3139.73,1.08095,0.38768,0.06971,0.91419,0.94999,0.769,0.83827,0.86811,0.65602,0.76803,0.83721,0.86452,0.85666,0.89514,0.15602,0.00982,0.75381,0.91313,0.006502,0.006502,0.006502
55,3197.74,1.06905,0.39722,0.06785,0.90686,0.94271,0.71306,0.86047,0.85775,0.62828,0.71442,0.85679,0.8567,0.84285,0.92754,0.17555,0.01028,0.78433,0.91978,0.006436,0.006436,0.006436
56,3256.38,1.07891,0.39002,0.06881,0.8982,0.94583,0.73521,0.82347,0.85434,0.646,0.73426,0.82241,0.85169,0.84171,0.88442,0.16689,0.00672,0.77625,0.90644,0.00637,0.00637,0.00637
57,3314.21,1.05804,0.38089,0.067,0.89723,0.94302,0.71722,0.79359,0.83053,0.61233,0.71817,0.79465,0.82864,0.81824,0.92322,0.18786,0.01034,0.8163,0.92336,0.006304,0.006304,0.006304
58,3371.84,1.07756,0.41396,0.06573,0.91248,0.95091,0.74045,0.78405,0.8282,0.60955,0.73845,0.78194,0.82517,0.81456,0.93259,0.17895,0.00602,0.81613,0.92484,0.006238,0.006238,0.006238
59,3429.56,1.07924,0.39637,0.06755,0.90905,0.95493,0.78108,0.82219,0.87128,0.64691,0.78108,0.82219,0.87166,0.85889,0.88171,0.15352,0.00727,0.74396,0.90886,0.006172,0.006172,0.006172
60,3487.31,1.05866,0.37332,0.0661,0.89146,0.94469,0.77534,0.78541,0.87021,0.65731,0.77638,0.78647,0.87021,0.85862,0.89,0.1582,0.00759,0.77068,0.90671,0.006106,0.006106,0.006106
61,3544.95,1.07082,0.39513,0.06585,0.89425,0.94573,0.77665,0.8129,0.87978,0.66511,0.77665,0.8129,0.87912,0.86948,0.86526,0.15682,0.00666,0.75696,0.90019,0.00604,0.00604,0.00604
62,3602.93,1.04555,0.35933,0.06537,0.88264,0.93958,0.73265,0.83141,0.84372,0.62239,0.73172,0.83036,0.84287,0.83394,0.92379,0.16731,0.0083,0.83603,0.9127,0.005974,0.005974,0.005974
63,3660.85,1.04149,0.35158,0.06539,0.8832,0.94066,0.76802,0.7833,0.85657,0.65369,0.771,0.78436,0.85703,0.84617,0.8669,0.15493,0.0092,0.77397,0.90915,0.005908,0.005908,0.005908
64,3719.03,1.05386,0.38514,0.06481,0.88735,0.9407,0.72023,0.79704,0.84003,0.63322,0.72098,0.80033,0.84033,0.8295,0.90302,0.1799,0.01101,0.79572,0.91083,0.005842,0.005842,0.005842
65,3776.88,1.0438,0.3867,0.06451,0.87281,0.94116,0.7484,0.84038,0.87313,0.65717,0.74934,0.84144,0.87389,0.8612,0.88684,0.15029,0.00677,0.75613,0.9029,0.005776,0.005776,0.005776
66,3834.52,1.05435,0.36815,0.06376,0.87748,0.94202,0.77534,0.81078,0.86234,0.64916,0.77647,0.81151,0.86171,0.85195,0.90938,0.15113,0.00853,0.75472,0.91371,0.00571,0.00571,0.00571
67,3892.29,1.04834,0.35572,0.06472,0.87896,0.93768,0.76793,0.81503,0.86426,0.65986,0.76793,0.81503,0.86427,0.8553,0.8546,0.16051,0.00813,0.75904,0.90118,0.005644,0.005644,0.005644
68,3950.31,1.03507,0.36292,0.06696,0.87254,0.93974,0.72896,0.83871,0.85332,0.65205,0.73414,0.82875,0.85207,0.84067,0.88387,0.1558,0.00758,0.77401,0.91131,0.005578,0.005578,0.005578
69,4007.82,1.03098,0.36601,0.06221,0.87405,0.93512,0.70765,0.85729,0.85812,0.6578,0.76526,0.78118,0.85666,0.84651,0.85298,0.15739,0.0081,0.76353,0.90298,0.005512,0.005512,0.005512
70,4066.2,1.02942,0.3727,0.0636,0.87348,0.94149,0.74293,0.79122,0.83865,0.63041,0.74392,0.79227,0.84057,0.82919,0.91649,0.15701,0.00666,0.79115,0.91992,0.005446,0.005446,0.005446
71,4124.04,1.03623,0.38267,0.06171,0.86638,0.93857,0.76997,0.80973,0.86421,0.65287,0.76897,0.80867,0.8641,0.84896,0.8809,0.16779,0.0067,0.76334,0.90912,0.00538,0.00538,0.00538
72,4181.84,1.03739,0.36367,0.06557,0.86607,0.93688,0.77276,0.80233,0.86252,0.63585,0.77108,0.79704,0.85905,0.84745,0.90145,0.15994,0.00678,0.80319,0.90601,0.005314,0.005314,0.005314
73,4239.59,1.03445,0.35545,0.06315,0.85575,0.93627,0.74069,0.83036,0.85949,0.65108,0.76484,0.79074,0.85895,0.84872,0.88711,0.15405,0.00709,0.74775,0.9092,0.005248,0.005248,0.005248
74,4297.71,1.02901,0.34189,0.06138,0.85563,0.92693,0.77882,0.82261,0.87648,0.67586,0.77882,0.82261,0.87676,0.8693,0.84345,0.13456,0.00588,0.74248,0.89477,0.005182,0.005182,0.005182
75,4355.65,1.02975,0.35813,0.06587,0.86619,0.93425,0.75767,0.81078,0.8492,0.64811,0.76099,0.80867,0.84812,0.83791,0.88264,0.16726,0.00661,0.78065,0.90824,0.005116,0.005116,0.005116
76,4413.77,1.0253,0.34399,0.06431,0.85495,0.93606,0.75958,0.84884,0.87437,0.67437,0.76345,0.84989,0.87216,0.86429,0.85106,0.13625,0.0081,0.73364,0.90218,0.00505,0.00505,0.00505
77,4471.63,1.02489,0.35428,0.06522,0.86024,0.9366,0.7441,0.84778,0.87527,0.66471,0.74832,0.84778,0.87622,0.86394,0.87564,0.15166,0.00602,0.7444,0.90669,0.004984,0.004984,0.004984
78,4530.02,1.01901,0.3477,0.06018,0.85134,0.93477,0.74865,0.85307,0.86892,0.6675,0.7505,0.85518,0.87074,0.86179,0.85117,0.13987,0.00638,0.7386,0.89819,0.004918,0.004918,0.004918
79,4587.75,1.01098,0.34764,0.06248,0.85463,0.93268,0.75719,0.86575,0.88131,0.68132,0.75808,0.86469,0.88007,0.87005,0.83396,0.14366,0.00772,0.71956,0.89117,0.004852,0.004852,0.004852
80,4646.04,1.01664,0.3347,0.06076,0.84715,0.93372,0.77173,0.79915,0.86498,0.64922,0.77275,0.80021,0.86376,0.85203,0.90459,0.1593,0.00656,0.75367,0.91552,0.004786,0.004786,0.004786
81,4703.82,1.01758,0.35656,0.05857,0.8559,0.92917,0.7787,0.80021,0.86509,0.67109,0.77767,0.79915,0.86307,0.8571,0.83221,0.13259,0.00622,0.78535,0.89461,0.00472,0.00472,0.00472
82,4761.61,1.01357,0.35853,0.05934,0.85298,0.9327,0.7772,0.81607,0.87758,0.68249,0.77921,0.81818,0.87761,0.86869,0.81871,0.13779,0.00474,0.72617,0.88957,0.004654,0.004654,0.004654
83,4819.06,1.01001,0.33723,0.0599,0.8376,0.9324,0.80171,0.80973,0.87647,0.68114,0.8038,0.81184,0.87793,0.87134,0.83516,0.13773,0.00656,0.70685,0.89384,0.004588,0.004588,0.004588
84,4876.94,1.00015,0.32677,0.05943,0.83602,0.92622,0.75075,0.87315,0.87543,0.67975,0.75166,0.87421,0.87486,0.86807,0.83303,0.1249,0.00737,0.7328,0.88746,0.004522,0.004522,0.004522
85,4935.29,1.00482,0.33723,0.05954,0.83659,0.92618,0.75444,0.84672,0.89072,0.69066,0.76137,0.84316,0.88847,0.88125,0.80776,0.1317,0.00737,0.7156,0.88593,0.004456,0.004456,0.004456
86,4993.48,0.99382,0.32034,0.05954,0.8379,0.92254,0.77661,0.79915,0.87404,0.68249,0.77755,0.80178,0.87267,0.86442,0.83542,0.13292,0.00825,0.75736,0.89184,0.00439,0.00439,0.00439
87,5051.8,0.99134,0.33294,0.05816,0.83354,0.92388,0.75714,0.85412,0.88079,0.68761,0.75427,0.85985,0.88141,0.87274,0.80114,0.13191,0.0074,0.70544,0.88301,0.004324,0.004324,0.004324
88,5109.96,1.01389,0.33255,0.0601,0.83702,0.92962,0.7781,0.84038,0.88093,0.67911,0.77908,0.84144,0.88044,0.87069,0.84392,0.13338,0.00676,0.70747,0.89407,0.004258,0.004258,0.004258
89,5167.61,0.97592,0.30152,0.0566,0.817,0.92034,0.80062,0.82558,0.88689,0.68575,0.80158,0.8199,0.88509,0.87467,0.83652,0.14582,0.00675,0.72788,0.89477,0.004192,0.004192,0.004192
90,5226.07,0.98501,0.33168,0.05708,0.8228,0.92621,0.751,0.85765,0.8822,0.68806,0.75201,0.8591,0.88172,0.87518,0.82325,0.13063,0.00506,0.71518,0.89158,0.004126,0.004126,0.004126
91,5284.05,0.97896,0.31369,0.05955,0.81158,0.92024,0.75147,0.85201,0.87836,0.69283,0.75687,0.83585,0.87801,0.86737,0.8086,0.14769,0.00551,0.7087,0.89111,0.00406,0.00406,0.00406
92,5342.28,0.97178,0.30422,0.05622,0.80623,0.91366,0.78089,0.82452,0.87671,0.6858,0.76493,0.84567,0.87701,0.87134,0.82754,0.13646,0.00544,0.7193,0.88639,0.003994,0.003994,0.003994
93,5399.83,0.98114,0.3063,0.05952,0.81749,0.92213,0.76405,0.84206,0.88975,0.68977,0.76529,0.84442,0.89,0.87962,0.81833,0.13242,0.00607,0.70513,0.88641,0.003928,0.003928,0.003928
94,5457.94,0.97758,0.30101,0.05511,0.81393,0.91659,0.77487,0.83318,0.88837,0.69735,0.77507,0.8351,0.8889,0.88153,0.80309,0.12198,0.00485,0.68417,0.88382,0.003862,0.003862,0.003862
95,5516.39,0.97829,0.30358,0.05691,0.81131,0.91979,0.72298,0.88284,0.87568,0.68201,0.72207,0.88584,0.87589,0.86733,0.80753,0.13137,0.0049,0.71532,0.88549,0.003796,0.003796,0.003796
96,5574.7,0.97723,0.30568,0.05566,0.80885,0.91642,0.7549,0.85201,0.87871,0.68554,0.75865,0.84038,0.87906,0.87115,0.82945,0.13081,0.00629,0.71384,0.88656,0.00373,0.00373,0.00373
97,5632.52,0.95507,0.28255,0.05594,0.7966,0.91498,0.79327,0.82558,0.8889,0.69952,0.7947,0.82664,0.88994,0.88428,0.79835,0.112,0.0052,0.68775,0.88251,0.003664,0.003664,0.003664
98,5690.55,0.96428,0.29733,0.05541,0.7958,0.91638,0.80373,0.80655,0.89188,0.69348,0.80919,0.79795,0.89057,0.88379,0.81984,0.12329,0.00522,0.69491,0.88315,0.003598,0.003598,0.003598
99,5748.27,0.96293,0.29807,0.05647,0.78586,0.91207,0.75592,0.85835,0.88873,0.70061,0.75592,0.85835,0.88742,0.88193,0.80051,0.1198,0.00538,0.70478,0.88062,0.003532,0.003532,0.003532
100,5806.3,0.97179,0.30004,0.05839,0.80328,0.91656,0.7809,0.83265,0.88509,0.69405,0.7819,0.83371,0.88416,0.87624,0.80261,0.13403,0.00694,0.69629,0.88066,0.003466,0.003466,0.003466
101,5864.43,0.95718,0.28742,0.05637,0.79884,0.91397,0.77434,0.8343,0.88659,0.69728,0.77532,0.83536,0.88807,0.88103,0.799,0.11761,0.00509,0.71088,0.88186,0.0034,0.0034,0.0034
102,5922.21,0.9612,0.29108,0.05573,0.79732,0.91443,0.75838,0.84607,0.88084,0.68279,0.75838,0.84607,0.88067,0.87241,0.81445,0.12857,0.00568,0.70619,0.88339,0.003334,0.003334,0.003334
103,5980.2,0.95113,0.28677,0.0554,0.78528,0.91154,0.7765,0.84102,0.88248,0.68778,0.77772,0.84144,0.88245,0.87621,0.81777,0.11625,0.00494,0.6969,0.88371,0.003268,0.003268,0.003268
104,6038.34,0.95812,0.27431,0.05261,0.77742,0.91086,0.79177,0.81924,0.89131,0.69813,0.79079,0.82347,0.89272,0.88512,0.80377,0.11642,0.00545,0.68612,0.8801,0.003202,0.003202,0.003202
105,6095.68,0.94498,0.28146,0.0541,0.77981,0.909,0.77708,0.86258,0.88707,0.70415,0.77708,0.86258,0.88719,0.88089,0.79193,0.11754,0.00549,0.688,0.87723,0.003136,0.003136,0.003136
106,6153.38,0.94267,0.28643,0.0551,0.77959,0.90693,0.76661,0.85518,0.89711,0.7056,0.76661,0.85518,0.89654,0.89072,0.78995,0.10751,0.00488,0.68187,0.87702,0.00307,0.00307,0.00307
107,6210.55,0.93934,0.28238,0.05642,0.77857,0.90666,0.76179,0.86152,0.88619,0.69408,0.76176,0.86188,0.88676,0.87959,0.80445,0.12691,0.00552,0.68918,0.88364,0.003004,0.003004,0.003004
108,6268.26,0.93681,0.26229,0.05327,0.76661,0.90599,0.78452,0.84671,0.89272,0.70729,0.78452,0.84671,0.89398,0.88631,0.78318,0.11644,0.00521,0.68614,0.87681,0.002938,0.002938,0.002938
109,6326.05,0.93608,0.26901,0.05337,0.77626,0.90781,0.75497,0.86469,0.88873,0.6935,0.75497,0.86469,0.89008,0.88368,0.80678,0.11021,0.00482,0.68673,0.88084,0.002872,0.002872,0.002872
110,6383.91,0.94393,0.26737,0.05336,0.77932,0.90669,0.78497,0.84509,0.89307,0.7006,0.783,0.84298,0.8918,0.88606,0.80501,0.11773,0.00402,0.68311,0.88061,0.002806,0.002806,0.002806
111,6441.84,0.92948,0.27846,0.0564,0.76256,0.90834,0.79833,0.84111,0.89495,0.7052,0.79833,0.84111,0.896,0.88724,0.79335,0.11233,0.00466,0.68006,0.88098,0.00274,0.00274,0.00274
112,6500.12,0.92692,0.26377,0.05106,0.76328,0.90337,0.77594,0.87738,0.9029,0.7171,0.77631,0.87738,0.90339,0.89712,0.79643,0.11737,0.00401,0.65751,0.87856,0.002674,0.002674,0.002674
113,6558.48,0.92534,0.27023,0.05586,0.75768,0.90436,0.79909,0.8351,0.8986,0.70765,0.79805,0.8351,0.89986,0.8921,0.79029,0.11519,0.00449,0.66761,0.87357,0.002608,0.002608,0.002608
114,6616.02,0.92251,0.26119,0.05219,0.75105,0.90253,0.8116,0.82878,0.90022,0.71428,0.8149,0.82836,0.90214,0.89361,0.7944,0.11383,0.00467,0.67178,0.87623,0.002542,0.002542,0.002542
115,6674,0.91535,0.26154,0.05341,0.75288,0.9023,0.80417,0.82664,0.89767,0.7104,0.80644,0.82664,0.89823,0.88984,0.7835,0.1198,0.00395,0.67494,0.879,0.002476,0.002476,0.002476
116,6731.84,0.91129,0.26547,0.05532,0.75448,0.90311,0.81756,0.82558,0.90484,0.71507,0.81756,0.82558,0.90323,0.89716,0.7805,0.11192,0.00413,0.66242,0.87652,0.00241,0.00241,0.00241
117,6789.52,0.90081,0.23375,0.0514,0.73398,0.89798,0.79325,0.82981,0.88925,0.70162,0.79325,0.82981,0.89124,0.88327,0.80138,0.12352,0.00424,0.68604,0.87639,0.002344,0.002344,0.002344
118,6847.2,0.89992,0.24907,0.05137,0.73704,0.8985,0.81296,0.82241,0.90123,0.71887,0.81401,0.82347,0.90343,0.89559,0.78615,0.11462,0.00428,0.66522,0.87507,0.002278,0.002278,0.002278
119,6904.71,0.89634,0.25445,0.05325,0.73653,0.89718,0.77606,0.79598,0.87451,0.68957,0.7762,0.79925,0.87772,0.86906,0.79697,0.13053,0.00449,0.72121,0.88222,0.002212,0.002212,0.002212
120,6962.73,0.90031,0.24867,0.05066,0.72298,0.89705,0.77416,0.85878,0.89529,0.71355,0.77321,0.85772,0.89622,0.89027,0.77633,0.1158,0.0046,0.67662,0.87382,0.002146,0.002146,0.002146
121,7020.56,0.89669,0.24111,0.05031,0.72168,0.89967,0.8105,0.81382,0.89384,0.71063,0.81173,0.81582,0.89539,0.89029,0.77994,0.10447,0.00459,0.67529,0.87282,0.00208,0.00208,0.00208
