epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,6748.1,0.86952,0.21709,0.04702,0.67408,0.89453,0.79287,0.84975,0.8958,0.71671,0.79189,0.84869,0.89436,0.88949,0.78366,0.11392,0.00309,0.67537,0.8762,0.002344,0.002344,0.002344
118,6806.22,0.87009,0.23179,0.04677,0.67247,0.89394,0.77295,0.85412,0.89054,0.71244,0.79065,0.82664,0.89016,0.8846,0.7841,0.11779,0.00386,0.6638,0.87603,0.002278,0.002278,0.002278
119,6864.16,0.87089,0.23586,0.0477,0.67453,0.89525,0.80419,0.84567,0.89795,0.71785,0.80419,0.84567,0.89708,0.89331,0.7764,0.11638,0.0036,0.65115,0.875,0.002212,0.002212,0.002212
120,6921.83,0.87279,0.2456,0.04634,0.6672,0.89649,0.79874,0.83487,0.89056,0.72093,0.79874,0.83487,0.88987,0.88509,0.7698,0.11375,0.00368,0.66874,0.87173,0.002146,0.002146,0.002146
121,6979.32,0.86527,0.22877,0.04534,0.65992,0.89629,0.83784,0.80338,0.89827,0.7233,0.83784,0.80338,0.89857,0.89206,0.76759,0.11857,0.0033,0.65134,0.87287,0.00208,0.00208,0.00208
122,7037.21,0.85932,0.21672,0.04699,0.66445,0.89142,0.7953,0.84038,0.8967,0.72242,0.79777,0.84235,0.89661,0.89212,0.77024,0.12331,0.00371,0.66453,0.87442,0.002014,0.002014,0.002014
123,7095.26,0.86293,0.22848,0.04587,0.66194,0.89225,0.79444,0.86199,0.89283,0.71716,0.7976,0.86152,0.89313,0.88917,0.76829,0.10868,0.0044,0.6744,0.87663,0.001948,0.001948,0.001948
124,7153.64,0.85852,0.22094,0.0461,0.65123,0.89236,0.8087,0.84355,0.89723,0.72237,0.80768,0.84249,0.89501,0.89132,0.77152,0.1036,0.00353,0.65918,0.87193,0.001882,0.001882,0.001882
125,7211.7,0.85151,0.22004,0.04287,0.64559,0.89117,0.78549,0.87096,0.88885,0.71361,0.78545,0.87073,0.88744,0.88389,0.75936,0.10691,0.00278,0.66043,0.87263,0.001816,0.001816,0.001816
126,7269.45,0.86548,0.22508,0.04644,0.65484,0.89045,0.77723,0.85201,0.88594,0.7166,0.77723,0.85201,0.8853,0.88106,0.7502,0.11082,0.00385,0.66762,0.86891,0.00175,0.00175,0.00175
127,7327.11,0.83694,0.20497,0.04175,0.63287,0.88547,0.8006,0.8277,0.88412,0.71709,0.80163,0.82875,0.88249,0.87856,0.75871,0.11748,0.00389,0.67081,0.8705,0.001684,0.001684,0.001684
128,7385.22,0.84116,0.21764,0.04523,0.64485,0.88844,0.76655,0.87315,0.8885,0.72182,0.77701,0.86575,0.88871,0.88351,0.75189,0.10923,0.0033,0.67747,0.86956,0.001618,0.001618,0.001618
129,7443.09,0.84123,0.21244,0.04376,0.63403,0.88952,0.79657,0.82784,0.89528,0.72389,0.79759,0.8289,0.89581,0.89117,0.76128,0.1042,0.00329,0.66361,0.87121,0.001552,0.001552,0.001552
130,7500.45,0.83585,0.21541,0.04242,0.62759,0.88657,0.80907,0.83827,0.89306,0.7238,0.80907,0.83827,0.89229,0.88766,0.75373,0.11727,0.00325,0.66253,0.8712,0.001486,0.001486,0.001486
131,7558.56,0.82248,0.2096,0.04254,0.61665,0.88271,0.81107,0.81395,0.88592,0.72193,0.81212,0.81501,0.88678,0.88257,0.75635,0.11038,0.00352,0.67702,0.87085,0.00142,0.00142,0.00142
132,7616.58,0.82718,0.21067,0.04227,0.62073,0.88306,0.77496,0.86638,0.88425,0.71484,0.77445,0.86748,0.88472,0.8811,0.75913,0.10964,0.00348,0.67715,0.86943,0.001354,0.001354,0.001354
133,7674.61,0.8206,0.20779,0.0442,0.61211,0.88367,0.8065,0.84144,0.88911,0.71994,0.80547,0.84144,0.88892,0.88538,0.74515,0.10922,0.00364,0.67128,0.86757,0.001288,0.001288,0.001288
134,7732.44,0.82081,0.20168,0.04378,0.60485,0.88107,0.80474,0.83646,0.88921,0.72214,0.80474,0.83646,0.88939,0.88616,0.75589,0.10705,0.00352,0.6594,0.86957,0.001222,0.001222,0.001222
135,7790.42,0.80897,0.20339,0.03972,0.59674,0.88041,0.8125,0.83824,0.89115,0.72569,0.8125,0.83824,0.89144,0.88749,0.75734,0.10657,0.00327,0.66207,0.8699,0.001156,0.001156,0.001156
136,7848.09,0.80488,0.19764,0.04406,0.59154,0.87889,0.80985,0.84249,0.89348,0.72757,0.80985,0.84249,0.89365,0.89037,0.75074,0.10692,0.00415,0.66313,0.86775,0.00109,0.00109,0.00109
137,7905.89,0.80862,0.19546,0.04196,0.59553,0.87631,0.80459,0.84438,0.89098,0.72614,0.80459,0.84438,0.89062,0.8866,0.75244,0.11216,0.00349,0.67222,0.8682,0.001024,0.001024,0.001024
138,7964.04,0.78917,0.19409,0.04231,0.57794,0.87527,0.8012,0.84989,0.89111,0.72664,0.80137,0.84989,0.89147,0.88818,0.75587,0.10915,0.004,0.66539,0.87002,0.000958,0.000958,0.000958
139,8021.68,0.79562,0.18958,0.04136,0.57859,0.87732,0.83307,0.81241,0.88763,0.72506,0.83415,0.81347,0.88759,0.88342,0.75539,0.11213,0.0033,0.6738,0.87217,0.000892,0.000892,0.000892
140,8079.49,0.78478,0.1931,0.03941,0.57239,0.876,0.81642,0.82452,0.88891,0.7285,0.81747,0.82558,0.88944,0.88558,0.74734,0.11333,0.00337,0.69069,0.86995,0.000826,0.000826,0.000826
141,8138.85,0.7484,0.13973,0.01113,0.54505,0.86998,0.81977,0.82981,0.89217,0.72989,0.82081,0.83087,0.89241,0.88818,0.74999,0.10581,0.00251,0.6671,0.86954,0.00076,0.00076,0.00076
142,8195.96,0.73082,0.11586,0.00947,0.5225,0.86471,0.81398,0.82664,0.88995,0.72351,0.81502,0.8277,0.88976,0.88605,0.75483,0.10835,0.0026,0.67436,0.86938,0.000694,0.000694,0.000694
143,8253.42,0.72164,0.11628,0.00879,0.51357,0.85811,0.81123,0.83298,0.8915,0.72986,0.83305,0.81607,0.8907,0.88677,0.75553,0.10975,0.00232,0.67678,0.87,0.000628,0.000628,0.000628
144,8310.46,0.72504,0.12578,0.00909,0.51332,0.86044,0.84096,0.80021,0.88825,0.72702,0.83912,0.80021,0.88881,0.8837,0.7525,0.11436,0.00239,0.68045,0.87044,0.000562,0.000562,0.000562
145,8368.12,0.72095,0.12402,0.00971,0.50734,0.86263,0.80995,0.83192,0.89047,0.72797,0.82494,0.81694,0.88943,0.8861,0.75005,0.10946,0.00233,0.67863,0.86789,0.000496,0.000496,0.000496
146,8425.35,0.71302,0.11166,0.00867,0.4969,0.85884,0.83798,0.81466,0.8903,0.73172,0.83921,0.81712,0.88995,0.88598,0.74636,0.1143,0.00234,0.6687,0.8687,0.00043,0.00043,0.00043
147,8482.7,0.70511,0.11481,0.00845,0.49116,0.85967,0.81245,0.82427,0.89062,0.73088,0.82062,0.81728,0.88992,0.8868,0.74959,0.10859,0.0025,0.67367,0.86754,0.000364,0.000364,0.000364
148,8539.91,0.70071,0.11765,0.00825,0.48246,0.86012,0.82585,0.8129,0.89116,0.73331,0.82478,0.81184,0.88938,0.88632,0.74944,0.11787,0.00234,0.68729,0.86782,0.000298,0.000298,0.000298
149,8596.87,0.69772,0.12372,0.00983,0.48016,0.85876,0.80814,0.82875,0.89249,0.73291,0.80814,0.82875,0.89237,0.88888,0.75178,0.11345,0.00242,0.68216,0.86849,0.000232,0.000232,0.000232
150,8654.33,0.68557,0.11042,0.01001,0.47064,0.85799,0.83075,0.8055,0.8877,0.72747,0.83075,0.8055,0.88708,0.88379,0.74694,0.11127,0.00253,0.68147,0.86893,0.000166,0.000166,0.000166
